a,b,c,d,target
11.67,16.0,0.11,14.0,22.0
13.6,30.0,0.31,23.0,15.0
9.0,10.0,0.25,9.25,5.0
13.33,20.0,0.1,10.0,15.0
6.08,10.0,0.21,10.0,10.0
12.71,10.0,0.13,14.25,5.0
10.33,16.0,0.1,13.0,20.0
8.47,6.0,0.26,11.0,5.0
26.67,20.0,0.15,25.0,20.0
11.51,14.0,0.46,14.0,10.0
19.62,30.0,0.21,26.5,32.0
8.89,20.0,0.28,15.0,20.0
10.0,14.0,0.23,14.33,14.0
16.0,20.0,0.11,16.67,20.0
15.0,25.0,0.09,25.0,10.0
5.77,6.0,0.68,5.83,5.0
12.33,16.0,0.13,16.0,16.0
9.88,13.0,0.34,12.0,10.0
9.77,9.0,0.26,9.6,8.0
8.4,17.0,0.16,16.0,20.0
6.17,9.0,0.22,7.75,8.0
14.44,15.0,0.25,14.8,14.0
8.58,6.0,0.22,7.17,7.0
15.0,19.0,0.12,19.5,15.0
17.0,20.0,0.15,20.0,20.0
6.3,11.0,0.37,10.0,11.0
10.22,16.0,0.15,16.5,3.0
3.22,5.0,0.49,3.29,5.0
37.5,50.0,0.1,37.5,50.0
8.9,10.0,0.22,8.0,10.0
10.59,10.0,0.27,8.5,12.0
20.0,20.0,0.07,20.0,20.0
10.0,10.0,0.12,10.0,25.0
12.5,15.0,0.1,12.5,12.0
6.25,6.0,0.15,6.33,9.0
13.67,20.0,0.21,18.5,19.0
10.07,11.0,0.49,11.82,16.0
11.43,15.0,0.13,17.5,15.0
7.26,10.0,0.3,8.33,10.0
8.75,15.0,0.22,15.0,15.0
17.33,25.0,0.17,22.75,25.0
5.34,10.0,0.52,7.27,3.0
9.5,15.0,0.1,9.5,15.0
9.67,10.0,0.18,10.5,10.0
7.62,8.0,0.57,8.62,10.0
5.64,5.0,0.19,6.8,5.0
8.5,15.0,0.12,12.5,15.0
5.88,10.0,0.33,10.0,10.0
3.41,5.0,0.28,5.0,5.0
6.87,14.0,0.34,9.75,8.0
13.0,16.0,0.14,13.33,20.0
17.75,10.0,0.16,18.75,16.0
10.6,20.0,0.27,17.5,5.0
11.5,15.0,0.1,15.0,25.0
8.67,10.0,0.17,8.4,6.0
13.75,20.0,0.11,15.0,10.0
3.38,5.0,0.36,4.14,3.0
6.67,5.0,0.14,6.25,10.0
17.67,20.0,0.12,17.67,20.0
17.5,25.0,0.14,25.0,25.0
4.2,3.0,0.49,6.29,6.0
4.88,7.0,0.31,7.0,5.0
14.36,20.0,0.85,15.75,15.0
5.67,8.0,0.23,6.4,7.0
19.6,20.0,0.18,23.0,37.0
4.38,10.0,0.32,8.0,10.0
7.18,8.0,0.23,8.0,8.0
10.5,15.0,0.11,15.0,20.0
5.65,8.0,0.4,6.14,6.0
6.88,12.0,0.36,10.5,10.0
5.96,7.0,0.38,5.75,5.0
4.18,5.0,0.26,5.0,5.0
12.33,15.0,0.21,14.0,15.0
6.3,9.0,0.27,7.8,8.0
8.62,14.0,0.15,12.25,12.0
10.86,15.0,0.2,12.17,17.0
8.75,10.0,0.15,8.75,10.0
12.17,20.0,0.15,16.0,10.0
33.5,35.0,0.19,20.0,35.0
8.75,15.0,0.11,10.0,15.0
12.04,10.0,0.32,10.25,16.0
10.0,20.0,0.14,10.0,20.0
13.11,15.0,0.24,13.2,10.0
9.07,10.0,0.21,8.83,11.0
7.18,8.0,0.2,7.6,6.0
15.1,21.0,0.16,19.4,20.0
18.2,25.0,0.11,20.0,27.0
4.62,10.0,0.25,6.0,10.0
15.0,30.0,0.12,15.0,25.0
41.83,100.0,0.14,100.0,100.0
10.0,10.0,0.17,13.33,12.0
24.17,25.0,0.19,23.75,20.0
26.88,25.0,0.16,37.5,25.0
8.94,10.0,0.24,9.6,16.0
16.25,20.0,0.14,18.0,25.0
10.12,15.0,0.17,12.25,20.0
20.8,25.0,0.14,50.0,25.0
8.3,12.0,0.2,10.5,10.0
15.25,15.0,0.11,21.0,24.0
6.61,8.0,0.32,8.0,8.0
35.0,50.0,0.11,50.0,25.0
6.24,12.0,0.3,11.0,5.0
6.57,5.0,0.18,7.75,5.0
17.5,20.0,0.1,17.5,20.0
3.7,4.0,0.29,3.88,4.0
15.0,20.0,0.09,15.0,20.0
12.5,15.0,0.09,12.5,15.0
9.25,6.0,0.12,12.5,10.0
6.14,12.0,0.21,11.0,10.0
15.0,15.0,0.08,15.0,15.0
10.06,15.0,0.28,20.0,25.0
16.0,6.0,0.12,21.0,22.0
13.71,20.0,0.11,20.0,25.0
16.17,20.0,0.13,22.5,30.0
7.68,10.0,0.23,10.25,11.0
19.0,21.0,0.15,17.0,35.0
4.44,2.0,0.24,5.4,5.0
10.76,10.0,0.28,10.0,5.0
20.0,30.0,0.09,20.0,15.0
14.68,12.0,0.29,14.67,12.0
14.5,20.0,0.17,21.67,15.0
13.57,18.0,0.13,16.33,20.0
5.27,7.0,0.33,5.5,5.0
8.88,20.0,0.25,20.0,20.0
11.4,17.0,0.11,16.0,17.0
10.25,10.0,0.21,11.75,16.0
8.94,10.0,0.27,10.0,5.0
7.5,10.0,0.24,8.2,15.0
9.83,15.0,0.16,11.75,15.0
16.09,10.0,0.16,23.33,20.0
13.3,20.0,0.14,20.0,20.0
10.0,15.0,0.15,13.33,15.0
3.71,5.0,0.23,3.83,5.0
28.6,36.0,0.16,33.0,5.0
6.35,12.0,0.27,12.33,12.0
25.0,25.0,0.08,25.0,25.0
12.8,19.0,0.15,19.0,25.0
6.39,3.0,0.47,8.33,10.0
14.29,20.0,0.12,20.0,10.0
9.24,9.0,0.24,7.25,10.0
15.33,20.0,0.09,18.0,20.0
6.27,24.0,0.44,7.38,5.0
20.0,20.0,0.11,20.0,20.0
20.83,25.0,0.17,18.33,25.0
10.5,20.0,0.15,12.5,20.0
12.61,15.0,0.2,15.0,20.0
4.92,3.0,0.36,6.0,5.0
6.43,8.0,0.28,7.0,13.0
15.0,20.0,0.24,20.0,25.0
10.0,15.0,0.09,15.0,10.0
9.0,15.0,0.14,15.0,15.0
5.25,5.0,0.26,5.86,5.0
10.8,10.0,0.19,13.0,23.0
8.77,14.0,0.29,12.33,12.0
16.12,15.0,0.14,15.0,20.0
6.0,10.0,0.16,7.33,5.0
5.0,10.0,0.23,7.5,10.0
11.07,18.0,0.19,17.0,18.0
7.85,10.0,0.23,10.0,10.0
9.5,10.0,0.33,10.0,10.0
13.0,16.0,0.06,16.0,20.0
7.0,5.0,0.51,8.0,8.0
8.2,15.0,0.11,15.0,10.0
10.67,16.0,0.11,16.0,20.0
9.17,15.0,0.13,13.0,15.0
9.0,7.0,0.12,9.0,15.0
9.5,15.0,0.12,13.33,20.0
7.0,10.0,0.17,7.33,8.0
4.27,4.0,0.42,4.5,4.0
6.33,6.0,0.21,6.5,6.0
6.21,11.0,0.23,10.67,10.0
20.83,40.0,0.14,30.0,25.0
26.38,50.0,0.22,31.2,20.0
6.32,5.0,0.37,5.71,7.0
20.0,20.0,0.06,20.0,20.0
12.2,19.0,0.12,16.0,19.0
5.5,10.0,0.26,10.0,15.0
8.4,15.0,0.14,9.75,10.0
11.25,17.0,0.14,16.0,19.0
25.0,25.0,0.06,25.0,25.0
10.0,10.0,0.17,10.0,10.0
14.8,20.0,0.31,21.6,15.0
14.0,15.0,0.17,15.0,15.0
16.79,15.0,0.24,18.25,25.0
15.0,20.0,0.09,15.0,20.0
6.83,20.0,0.34,12.33,20.0
8.0,15.0,0.16,14.0,15.0
5.1,7.0,0.26,6.4,6.0
7.67,13.0,0.35,13.0,15.0
15.38,15.0,0.21,17.4,10.0
15.0,20.0,0.07,15.0,25.0
6.72,12.0,0.33,10.4,8.0
11.6,15.0,0.18,11.6,10.0
4.97,6.0,0.42,4.75,4.0
6.0,6.0,0.24,6.29,10.0
13.0,11.0,0.26,12.0,12.0
14.33,17.0,0.11,17.0,17.0
6.14,10.0,0.42,7.57,10.0
10.12,15.0,0.15,14.0,15.0
7.86,10.0,0.24,8.25,6.0
8.47,11.0,0.28,9.5,9.0
22.5,25.0,0.11,22.5,25.0
10.38,15.0,0.28,15.0,20.0
10.5,6.0,0.14,15.0,12.0
7.89,15.0,0.17,11.0,10.0
3.12,5.0,0.3,4.5,3.0
6.6,10.0,0.28,8.33,7.0
8.62,10.0,0.21,10.33,10.0
10.6,12.0,0.6,10.8,25.0
3.52,3.0,0.41,3.62,5.0
7.44,15.0,0.16,10.67,15.0
5.86,9.0,0.38,7.4,7.0
11.0,10.0,0.15,12.5,20.0
4.81,5.0,0.39,5.5,3.0
5.84,10.0,0.28,7.5,9.0
6.09,11.0,0.36,10.0,15.0
6.0,5.0,0.16,4.33,10.0
9.78,14.0,0.14,14.0,15.0
12.7,10.0,0.14,14.67,10.0
14.0,20.0,0.13,14.0,20.0
17.62,25.0,0.14,23.33,30.0
15.0,20.0,0.12,15.0,21.0
11.5,15.0,0.11,15.0,26.0
8.43,20.0,0.14,16.0,20.0
8.64,10.0,0.23,10.0,10.0
7.79,5.0,0.34,10.43,7.0
9.0,13.0,0.18,10.25,12.0
4.33,4.0,0.25,4.75,4.0
9.53,14.0,0.21,12.5,12.0
8.6,10.0,0.17,8.6,10.0
6.37,7.0,0.28,7.0,7.0
4.0,5.0,0.27,7.5,10.0
12.33,15.0,0.11,12.33,21.0
13.67,15.0,0.13,13.67,12.5
21.0,27.0,0.11,21.0,36.0
5.07,10.0,0.21,11.0,5.0
8.75,11.0,0.13,9.67,15.0
24.44,50.0,0.14,37.5,50.0
15.0,15.0,0.11,15.0,10.0
12.07,100.0,0.27,22.17,6.0
5.29,3.0,0.31,6.0,5.0
23.57,32.0,0.17,26.0,5.0
10.71,21.0,0.16,19.0,15.0
9.24,15.0,0.2,0.0,14.0
6.63,10.0,0.25,11.33,5.0
8.33,10.0,0.18,7.5,8.0
9.53,10.0,0.26,11.0,10.0
10.5,15.0,0.19,15.0,10.0
7.71,10.0,0.3,8.78,10.0
25.0,25.0,0.07,25.0,25.0
8.5,14.0,0.54,14.5,14.0
9.87,14.0,0.18,12.75,10.0
8.83,5.0,0.11,10.0,12.0
7.18,10.0,0.37,8.67,10.0
9.81,10.0,0.25,11.4,15.0
5.29,7.0,0.21,5.67,5.0
15.09,15.0,0.19,17.67,20.0
7.0,10.0,0.16,8.33,20.0
12.5,15.0,0.08,15.0,15.0
6.1,10.0,0.26,6.57,6.0
4.83,5.0,0.38,6.5,5.0
8.06,13.0,0.27,10.0,9.0
26.67,39.0,0.21,36.0,20.0
12.0,16.0,0.11,16.0,20.0
18.71,25.0,0.14,25.0,25.0
7.81,12.0,0.27,12.0,12.0
20.0,20.0,0.08,20.0,35.0
13.2,16.0,0.11,15.0,16.0
8.8,15.0,0.15,15.0,15.0
15.0,15.0,0.06,15.0,5.0
25.0,25.0,0.06,25.0,30.0
10.0,15.0,0.11,12.5,15.0
9.43,13.0,0.24,12.0,12.0
22.5,25.0,0.11,23.33,25.0
7.43,7.0,0.14,8.0,9.0
9.33,12.0,0.15,13.33,15.0
11.67,10.0,0.11,12.5,10.0
20.0,20.0,0.09,20.0,20.0
10.62,10.0,0.14,10.0,10.0
9.45,13.0,0.24,13.4,19.0
8.43,15.0,0.13,13.5,11.0
20.0,20.0,0.09,20.0,20.0
27.5,30.0,0.11,27.5,40.0
33.0,50.0,0.12,50.0,75.0
19.86,40.0,0.11,35.0,40.0
14.44,12.0,0.3,12.0,14.0
3.59,5.0,0.36,3.5,3.0
8.75,20.0,0.16,15.0,20.0
8.44,5.0,0.28,9.33,7.0
13.4,20.0,0.1,20.0,25.0
8.6,10.0,0.19,9.67,15.0
13.25,20.0,0.12,16.67,20.0
15.0,20.0,0.09,15.0,25.0
5.89,6.0,0.23,5.6,10.0
3.59,16.0,0.24,13.0,25.0
5.2,4.0,0.2,6.0,10.0
5.09,5.0,0.29,5.38,5.0
8.4,15.0,0.11,15.0,15.0
9.86,15.0,0.15,15.0,10.0
21.64,10.0,0.3,27.5,25.0
6.17,7.0,0.2,7.5,14.0
21.85,28.0,0.23,26.5,15.0
15.0,25.0,0.09,25.0,25.0
15.0,15.0,0.11,15.0,25.0
6.38,7.0,0.21,6.0,6.0
7.67,11.0,0.21,10.25,10.0
5.38,5.0,0.28,5.57,5.0
10.62,14.0,0.21,12.0,15.0
14.44,15.0,0.24,13.2,13.0
15.56,10.0,0.3,19.29,5.0
5.86,10.0,0.29,10.0,8.0
13.0,17.0,0.2,16.0,15.0
6.08,10.0,0.2,10.5,10.0
12.5,15.0,0.09,12.5,15.0
13.86,10.0,0.12,25.0,33.0
15.44,17.0,0.17,16.33,17.0
3.43,3.0,0.69,3.25,3.0
7.0,12.0,0.28,11.0,11.0
12.5,20.0,0.1,20.0,20.0
6.4,9.0,0.34,7.57,6.0
9.31,12.0,0.23,11.0,5.0
10.67,13.0,0.3,13.25,13.0
17.73,26.0,0.2,25.14,32.0
14.0,21.0,0.18,17.75,25.0
18.86,40.0,0.1,27.5,32.0
3.29,5.0,0.2,4.0,5.0
5.5,5.0,0.19,6.67,5.0
12.15,6.0,0.23,14.88,12.0
16.67,25.0,0.3,25.5,25.0
8.45,14.0,0.26,13.0,14.0
20.0,20.0,0.07,20.0,20.0
5.88,11.0,0.23,11.0,10.0
37.5,25.0,0.05,25.0,30.0
5.48,5.0,0.42,5.0,5.0
8.78,10.0,0.27,10.0,10.0
18.4,26.0,0.1,26.0,26.0
14.62,20.0,0.29,20.89,20.0
15.0,15.0,0.08,15.0,25.0
6.15,10.0,0.19,8.33,10.0
13.14,25.0,0.13,20.0,20.0
9.55,11.0,0.21,10.5,5.0
16.25,15.0,0.09,15.0,20.0
11.0,12.0,0.2,12.0,10.0
7.8,10.0,0.2,8.25,10.0
11.2,12.0,0.17,12.0,20.0
12.61,10.0,0.4,15.75,10.0
3.4,3.0,0.4,3.43,4.0
8.6,14.0,0.2,8.6,11.0
15.18,30.0,0.22,28.5,35.0
9.17,10.0,0.18,9.0,10.0
8.16,20.0,0.3,14.0,15.0
17.67,30.0,0.19,14.0,100.0
6.42,6.0,0.27,5.67,5.0
8.93,11.0,0.36,9.75,10.0
12.44,25.0,0.25,12.33,15.0
10.67,12.0,0.18,11.0,10.0
9.4,20.0,0.12,20.0,20.0
6.12,9.0,0.37,7.67,8.0
6.92,10.0,0.18,9.25,12.0
9.54,10.0,0.19,11.0,10.0
6.11,6.0,0.27,6.33,6.0
6.0,10.0,0.19,6.6,10.0
12.21,13.0,0.25,15.43,15.0
9.21,12.0,0.47,9.5,11.0
6.25,10.0,0.27,10.0,10.0
4.28,3.0,0.73,3.45,3.0
10.15,4.0,0.18,12.0,10.0
20.0,20.0,0.08,0.0,8.0
5.76,10.0,0.32,7.71,10.0
12.63,15.0,0.23,18.0,15.0
8.2,9.0,0.13,7.75,9.0
9.2,9.0,0.19,9.2,9.0
5.13,5.0,0.24,5.29,10.0
12.08,10.0,0.24,13.17,12.0
22.6,50.0,0.09,50.0,50.0
19.25,21.0,0.13,23.0,46.0
5.41,6.0,0.21,8.67,8.0
11.22,14.0,0.13,12.0,16.0
13.6,19.0,0.33,18.0,10.0
19.6,26.0,0.1,26.0,26.0
35.0,25.0,0.07,40.0,40.0
6.71,5.0,0.16,6.67,6.0
20.0,20.0,0.07,20.0,10.0
7.08,7.0,0.33,6.33,6.0
19.43,19.0,0.48,19.38,25.0
5.71,5.0,0.33,6.0,7.0
7.13,12.0,0.24,12.0,10.0
22.0,24.0,0.12,25.0,25.0
9.57,12.0,0.27,10.33,20.0
7.0,7.0,0.31,7.86,7.0
11.36,15.0,0.12,15.0,15.0
15.86,16.0,0.12,16.0,16.0
11.82,12.0,0.2,11.38,12.0
9.71,10.0,0.25,10.0,10.0
4.09,3.0,0.23,4.17,3.0
7.23,9.0,0.2,6.67,5.0
8.25,10.0,0.49,7.5,16.0
14.0,25.0,0.16,14.8,25.0
8.64,11.0,0.16,8.0,12.5
20.33,25.0,0.11,20.33,28.0
24.0,25.0,0.11,23.0,23.0
10.0,10.0,0.17,10.0,10.0
9.33,6.0,0.15,11.0,20.0
15.0,20.0,0.09,20.0,20.0
6.64,11.0,0.17,9.67,9.0
10.7,12.0,0.19,12.8,19.0
5.26,5.0,0.31,5.0,7.0
13.5,20.0,0.1,13.5,25.0
10.0,15.0,0.18,15.0,15.0
13.33,17.0,0.17,15.0,40.0
6.6,7.0,0.18,6.75,50.0
11.06,12.0,0.21,13.17,12.0
12.75,25.0,0.13,25.0,30.0
9.8,11.0,0.2,11.0,5.0
4.38,4.0,0.33,4.43,4.0
3.75,5.0,0.26,4.4,4.0
12.5,15.0,0.11,15.0,15.0
18.0,21.0,0.1,18.0,20.0
7.67,15.0,0.16,11.0,21.0
5.43,2.5,0.46,7.5,10.0
6.12,7.0,0.33,7.0,8.0
10.43,15.0,0.17,13.0,15.0
10.0,15.0,0.15,13.0,14.0
8.37,10.0,0.52,10.0,5.0
9.78,10.0,0.16,12.5,20.0
8.41,15.0,0.27,8.4,7.0
4.5,5.0,0.26,6.8,6.0
9.1,15.0,0.16,13.67,14.0
3.86,6.0,0.35,4.25,10.0
11.28,11.0,0.3,13.0,11.0
9.0,15.0,0.11,12.5,10.0
17.33,19.0,0.3,19.5,21.0
15.21,19.0,0.23,20.5,21.0
9.0,10.0,0.17,10.0,10.0
8.73,15.0,0.23,11.67,10.0
12.33,16.0,0.12,16.0,16.0
25.0,25.0,0.1,25.0,25.0
8.42,10.0,0.17,8.33,10.0
5.43,5.0,0.28,6.25,5.0
5.2,5.0,0.41,5.0,5.0
28.75,50.0,0.16,50.0,50.0
10.0,13.0,0.24,12.0,17.0
20.0,20.0,0.07,20.0,20.0
5.09,5.0,0.37,5.0,5.0
28.75,40.0,0.12,40.0,50.0
11.67,18.0,0.13,17.0,20.0
9.78,25.0,0.15,25.0,15.0
10.11,15.0,0.17,15.0,21.0
7.0,15.0,0.14,15.0,15.0
14.0,20.0,0.09,16.0,20.0
7.88,25.0,0.16,17.5,10.0
13.7,25.0,0.16,25.0,15.0
25.12,25.0,0.16,22.5,20.0
27.0,50.0,0.33,50.0,10.0
16.25,20.0,0.23,16.67,10.0
10.17,15.0,0.15,13.0,13.0
6.93,5.0,0.22,5.4,5.0
16.5,25.0,0.09,16.5,25.0
9.73,13.0,0.17,13.0,12.0
7.35,11.0,0.26,9.67,15.0
4.42,5.0,0.53,3.67,5.0
8.75,10.0,0.16,8.75,10.0
6.0,10.0,0.19,9.33,11.0
5.17,13.0,0.41,11.8,12.0
5.2,6.0,0.22,5.5,7.0
8.25,10.0,0.19,12.33,15.0
12.0,15.0,0.14,15.0,15.0
10.67,5.0,0.18,4.33,4.0
11.19,18.0,0.19,0.0,20.0
10.83,10.0,0.2,10.83,10.0
10.12,15.0,0.16,11.0,14.0
9.44,26.0,0.32,13.43,10.0
15.0,10.0,0.1,20.0,10.0
6.9,10.0,0.32,8.44,8.0
8.29,10.0,0.32,10.0,10.0
10.6,5.0,0.29,10.0,15.0
10.0,15.0,0.11,15.0,20.0
11.44,15.0,0.2,10.67,15.0
4.94,10.0,0.25,10.0,10.0
7.55,11.0,0.23,9.8,14.0
4.95,10.0,0.34,7.33,10.0
7.89,9.0,0.25,8.0,7.0
5.78,10.0,0.26,5.67,5.0
20.0,20.0,0.1,20.0,15.0
5.75,10.0,0.14,6.67,10.0
6.67,15.0,0.23,8.5,15.0
15.12,17.0,0.17,16.0,21.0
14.0,15.0,0.09,14.0,14.0
7.86,10.0,0.15,15.0,15.0
8.42,14.0,0.24,14.0,10.0
8.75,10.0,0.12,10.0,10.0
11.29,15.0,0.13,15.0,15.0
15.0,15.0,0.08,15.0,10.0
8.06,11.0,0.24,11.0,11.0
11.2,20.0,0.22,14.8,17.0
8.44,11.0,0.22,9.5,10.0
9.9,15.0,0.15,17.5,20.0
5.62,15.0,0.19,5.0,5.0
3.55,3.0,0.35,3.6,3.0
15.0,15.0,0.08,15.0,15.0
16.52,25.0,0.33,33.33,25.0
33.0,50.0,0.08,50.0,60.0
10.6,10.0,0.28,11.57,11.0
8.0,10.0,0.25,10.0,20.0
7.4,10.0,0.23,10.0,10.0
2.71,3.0,0.3,3.67,3.0
15.0,15.0,0.08,15.0,21.0
15.0,15.0,0.08,15.0,15.0
9.0,15.0,0.1,9.0,15.0
7.76,11.0,0.26,11.0,13.0
9.5,15.0,0.11,13.0,25.0
9.0,11.0,0.17,9.0,15.0
12.12,10.0,0.15,10.67,10.0
17.0,24.0,0.09,17.0,25.0
10.0,15.0,0.11,13.0,3.0
3.6,4.0,0.61,4.14,5.0
15.0,15.0,0.08,15.0,10.0
8.5,15.0,0.14,14.0,15.0
8.62,10.0,0.27,10.0,10.0
22.5,25.0,0.07,25.0,20.0
6.67,7.0,0.32,7.0,7.0
25.0,25.0,0.08,25.0,35.0
5.22,10.0,0.18,6.0,5.0
21.25,25.0,0.09,25.0,25.0
5.64,20.0,0.18,20.0,40.0
9.5,12.0,0.26,11.0,13.0
10.71,15.0,0.14,15.0,17.0
12.22,10.0,0.16,16.2,10.0
11.0,10.0,0.16,15.0,10.0
13.45,25.0,0.17,19.67,15.0
15.0,20.0,0.06,20.0,30.0
50.0,50.0,0.07,50.0,50.0
11.5,10.0,0.29,10.0,14.0
15.0,20.0,0.09,15.0,20.0
7.5,15.0,0.1,15.0,10.0
7.6,10.0,0.58,9.25,8.0
5.54,5.0,0.25,7.25,6.0
25.0,25.0,0.12,26.67,25.0
10.4,17.0,0.1,16.0,15.0
11.72,5.0,0.5,12.6,15.0
25.0,25.0,0.1,25.0,10.0
15.0,20.0,0.09,15.0,20.0
7.86,5.0,0.22,8.75,5.0
4.75,5.0,0.4,5.1,5.0
5.56,10.0,0.22,8.5,11.0
6.16,5.0,0.43,5.83,5.0
6.41,6.0,0.36,8.0,10.0
6.6,6.0,0.21,7.25,8.0
9.25,10.0,0.27,10.0,10.0
12.33,15.0,0.12,13.5,15.0
5.69,6.0,0.28,6.8,7.0
5.5,5.0,0.33,5.5,7.0
23.33,25.0,0.11,23.33,35.0
8.92,13.0,0.24,11.4,5.0
9.0,10.0,0.2,9.33,10.0
9.62,15.0,0.12,15.0,15.0
15.9,21.0,0.19,20.5,26.0
9.7,15.0,0.17,13.67,15.0
25.0,25.0,0.06,25.0,25.0
12.5,15.0,0.12,13.33,25.0
10.0,15.0,0.1,10.0,15.0
3.25,10.0,0.38,7.5,9.0
9.91,14.0,0.31,11.29,12.0
5.12,6.0,0.23,5.5,5.0
14.25,17.0,0.09,16.0,17.0
11.67,15.0,0.13,15.0,15.0
7.0,7.0,0.32,7.62,13.0
14.8,20.0,0.12,17.33,2.0
7.25,12.0,0.2,11.0,17.0
18.33,25.0,0.09,22.5,25.0
11.0,10.0,0.13,6.5,25.0
5.52,5.0,0.34,5.8,5.0
4.57,7.0,0.25,5.67,5.0
15.0,20.0,0.1,15.0,30.0
10.21,12.0,0.35,10.62,10.0
9.0,15.0,0.13,12.33,15.0
16.5,20.0,0.08,16.5,25.0
8.33,10.0,0.2,8.33,10.0
50.0,50.0,0.05,50.0,100.0
4.56,3.0,0.21,5.4,5.0
11.8,10.0,0.2,10.0,10.0
5.45,5.0,0.36,6.14,6.0
10.0,10.0,0.24,10.0,10.0
11.62,12.0,0.18,12.0,15.0
12.45,20.0,0.15,20.0,20.0
15.0,15.0,0.14,15.0,15.0
12.0,15.0,0.16,15.0,25.0
8.73,13.0,0.56,12.44,12.0
7.33,15.0,0.2,12.5,21.0
13.8,25.0,0.12,22.5,50.0
9.67,10.0,0.17,12.5,10.0
32.5,35.0,0.07,32.5,35.0
20.0,20.0,0.07,20.0,20.0
11.12,16.0,0.15,16.0,20.0
8.36,15.0,0.16,15.0,15.0
4.14,4.0,0.22,4.33,4.0
12.73,15.0,0.31,16.43,15.0
4.1,10.0,0.46,6.33,5.0
20.18,15.0,0.27,12.0,15.0
9.09,14.0,0.19,11.6,14.0
11.67,15.0,0.16,15.0,15.0
20.0,20.0,0.11,20.0,20.0
7.37,7.0,0.47,7.0,7.0
10.83,11.0,0.16,11.0,10.0
4.33,5.0,0.3,4.33,4.0
8.79,5.0,0.38,10.2,10.0
10.33,15.0,0.1,15.0,15.0
14.84,12.0,0.25,11.0,12.0
11.11,15.0,0.15,17.5,15.0
6.55,9.0,0.4,10.4,15.0
23.33,25.0,0.12,23.33,25.0
11.83,20.0,0.18,17.0,20.0
50.0,50.0,0.05,50.0,25.0
10.4,15.0,0.13,12.33,10.0
122.17,219.0,0.12,79.67,95.0
20.0,20.0,0.08,20.0,35.0
15.0,15.0,0.07,15.0,5.0
5.8,7.0,0.23,5.67,6.0
20.0,20.0,0.07,20.0,20.0
4.62,5.0,0.24,5.4,5.0
15.33,15.0,0.23,16.75,10.0
7.17,12.0,0.17,8.25,10.0
9.25,10.0,0.35,8.83,10.0
10.0,10.0,0.33,10.0,10.0
7.62,12.0,0.23,10.67,15.0
26.25,25.0,0.12,30.0,30.0
18.12,30.0,0.12,30.0,35.0
13.57,18.0,0.12,18.0,20.0
12.46,15.0,0.15,17.0,15.0
7.45,9.0,0.25,9.0,11.0
9.12,11.0,0.22,8.0,10.0
10.7,16.0,0.24,16.0,16.0
17.5,20.0,0.08,20.0,15.0
20.0,20.0,0.07,20.0,20.0
10.64,12.0,0.23,11.67,20.0
15.67,17.0,0.13,13.5,10.0
5.14,3.0,0.19,8.67,5.0
4.0,4.0,0.22,4.33,12.5
18.33,25.0,0.07,18.33,35.0
8.0,10.0,0.18,10.25,12.0
3.97,4.0,0.43,4.17,5.0
5.26,10.0,0.3,8.4,10.0
8.75,10.0,0.16,8.75,20.0
5.83,4.0,0.29,6.67,1.0
16.0,17.0,0.09,16.0,21.0
11.36,15.0,0.17,12.5,12.0
16.57,24.0,0.12,21.0,29.0
8.48,17.0,0.32,15.33,15.0
4.18,6.0,0.31,5.75,10.0
10.0,15.0,0.2,10.0,20.0
4.35,5.0,0.28,5.0,5.0
10.11,11.0,0.27,11.25,11.0
8.42,15.0,0.22,12.5,15.0
9.5,11.0,0.17,11.0,11.0
7.42,10.0,0.25,10.0,5.0
10.0,15.0,0.1,12.5,30.0
14.43,20.0,0.12,20.0,20.0
8.73,6.0,0.43,6.2,7.0
10.0,10.0,0.19,10.83,10.0
8.27,12.0,0.31,12.0,20.0
89.44,110.0,0.15,150.0,100.0
7.76,15.0,0.5,15.0,15.0
23.14,35.0,0.12,31.0,35.0
13.44,15.0,0.11,20.5,20.0
6.46,7.0,0.28,6.67,6.0
10.0,20.0,0.11,20.0,25.0
11.67,10.0,0.16,11.67,20.0
11.6,15.0,0.14,15.0,15.0
10.0,15.0,0.1,10.0,10.0
6.8,10.0,0.18,8.67,10.0
6.23,7.0,0.68,6.67,3.0
11.75,20.0,0.12,14.0,20.0
7.5,15.0,0.2,13.33,15.0
9.38,14.0,0.21,12.6,13.0
20.0,20.0,0.08,20.0,25.0
4.27,5.0,0.38,5.0,5.0
10.94,10.0,0.13,13.33,15.0
4.25,4.0,0.39,4.0,4.0
11.4,13.0,0.17,12.0,12.0
23.0,23.0,0.07,23.0,23.0
11.86,16.0,0.14,16.0,18.0
3.91,20.0,0.43,10.33,50.0
17.1,20.0,0.16,20.0,20.0
12.5,15.0,0.11,15.0,15.0
15.0,15.0,0.06,15.0,20.0
16.86,20.0,0.17,20.0,20.0
5.58,10.0,0.38,10.0,10.0
26.0,20.0,0.09,24.5,25.0
10.46,10.0,0.19,10.0,10.0
12.29,30.0,0.19,25.0,40.0
9.33,10.0,0.17,10.25,10.0
13.4,15.0,0.62,14.67,15.0
9.47,14.0,0.24,13.0,13.0
6.21,6.0,0.26,6.8,6.0
8.0,16.0,0.12,13.0,17.5
5.08,7.0,0.36,6.0,5.0
6.36,6.0,0.35,6.43,6.0
6.41,6.0,0.3,8.17,10.0
4.04,5.0,0.34,4.88,5.0
